date,MW
2022-04-04,107
2022-04-05,111
2022-04-06,81
2022-04-07,115
2022-04-08,98
2022-04-09,111
2022-04-10,82
2022-04-11,85
2022-04-12,91
2022-04-13,115
2022-04-14,97
2022-04-15,110
2022-04-16,101
2022-04-17,110
2022-04-18,109
2022-04-19,110
2022-04-20,98
2022-04-21,88
2022-04-22,102
2022-04-23,84
2022-04-24,101
2022-04-25,85
2022-04-26,106
2022-04-27,108
2022-04-28,119
2022-04-29,119
2022-04-30,104
2022-05-01,120
2022-05-02,113
2022-05-03,101
2022-05-04,91
2022-05-05,114
2022-05-06,89
2022-05-07,90
2022-05-08,104
2022-05-09,93
2022-05-10,99
2022-05-11,111
2022-05-12,114
2022-05-13,103
2022-05-14,93
2022-05-15,104
2022-05-16,102
2022-05-17,83
2022-05-18,110
2022-05-19,102
2022-05-20,95
2022-05-21,90
2022-05-22,86
2022-05-23,97
2022-05-24,103
2022-05-25,96
2022-05-26,108
2022-05-27,83
2022-05-28,83
2022-05-29,98
2022-05-30,99
2022-05-31,102
2022-06-01,90
2022-06-02,87
2022-06-03,107
2022-06-04,115
2022-06-05,103
2022-06-06,83
2022-06-07,108
2022-06-08,107
2022-06-09,107
2022-06-10,116
2022-06-11,102
2022-06-12,90
2022-06-13,86
2022-06-14,118
2022-06-15,114
2022-06-16,91
2022-06-17,86
2022-06-18,112
2022-06-19,84
2022-06-20,85
2022-06-21,106
2022-06-22,116
2022-06-23,80
2022-06-24,82
2022-06-25,88
2022-06-26,114
2022-06-27,118
2022-06-28,116
2022-06-29,84
2022-06-30,94
2022-07-01,84
2022-07-02,89
2022-07-03,98
2022-07-04,105
2022-07-05,87
2022-07-06,119
2022-07-07,113
2022-07-08,117
2022-07-09,98
2022-07-10,82
2022-07-11,114
2022-07-12,86
2022-07-13,85
2022-07-14,96
2022-07-15,109
2022-07-16,84
2022-07-17,89
2022-07-18,107
2022-07-19,100
2022-07-20,87
2022-07-21,106
2022-07-22,85
2022-07-23,103
2022-07-24,102
2022-07-25,105
2022-07-26,101
2022-07-27,86
2022-07-28,117
2022-07-29,91
2022-07-30,95
2022-07-31,107
2022-08-01,87
2022-08-02,88
2022-08-03,110
2022-08-04,115
2022-08-05,83
2022-08-06,111
2022-08-07,107
2022-08-08,95
2022-08-09,110
2022-08-10,114
2022-08-11,107
2022-08-12,89
2022-08-13,92
2022-08-14,102
2022-08-15,106
2022-08-16,111
2022-08-17,103
2022-08-18,94
2022-08-19,120
2022-08-20,115
2022-08-21,83
2022-08-22,86
2022-08-23,106
2022-08-24,87
2022-08-25,82
2022-08-26,108
2022-08-27,105
2022-08-28,81
2022-08-29,96
2022-08-30,105
2022-08-31,88
2022-09-01,93
2022-09-02,91
2022-09-03,87
2022-09-04,117
2022-09-05,102
2022-09-06,87
2022-09-07,94
2022-09-08,97
2022-09-09,115
2022-09-10,116
2022-09-11,120
2022-09-12,102
2022-09-13,108
2022-09-14,98
2022-09-15,112
2022-09-16,95
2022-09-17,86
2022-09-18,81
2022-09-19,113
2022-09-20,116
2022-09-21,119
2022-09-22,92
2022-09-23,98
2022-09-24,107
2022-09-25,90
2022-09-26,113
2022-09-27,89
2022-09-28,111
2022-09-29,113
2022-09-30,102
2022-10-01,98
2022-10-02,98
2022-10-03,94
2022-10-04,111
2022-10-05,97
2022-10-06,115
2022-10-07,98
2022-10-08,112
2022-10-09,110
2022-10-10,118
2022-10-11,110
2022-10-12,106
2022-10-13,86
2022-10-14,94
2022-10-15,115
2022-10-16,84
2022-10-17,110
2022-10-18,81
2022-10-19,83
2022-10-20,93
2022-10-21,100
2022-10-22,94
2022-10-23,98
2022-10-24,86
2022-10-25,105
2022-10-26,102
2022-10-27,93
2022-10-28,100
2022-10-29,99
2022-10-30,110
2022-10-31,94
2022-11-01,102
2022-11-02,119
2022-11-03,110
2022-11-04,89
2022-11-05,91
2022-11-06,116
2022-11-07,120
2022-11-08,93
2022-11-09,85
2022-11-10,104
2022-11-11,116
2022-11-12,97
2022-11-13,87
2022-11-14,84
2022-11-15,98
2022-11-16,111
2022-11-17,112
2022-11-18,112
2022-11-19,101
2022-11-20,86
2022-11-21,82
2022-11-22,98
2022-11-23,101
2022-11-24,83
2022-11-25,111
2022-11-26,117
2022-11-27,85
2022-11-28,86
2022-11-29,107
2022-11-30,103
2022-12-01,102
2022-12-02,86
2022-12-03,111
2022-12-04,85
2022-12-05,117
2022-12-06,80
2022-12-07,91
2022-12-08,82
2022-12-09,92
2022-12-10,113
2022-12-11,105
2022-12-12,103
2022-12-13,87
2022-12-14,113
2022-12-15,92
2022-12-16,81
2022-12-17,112
2022-12-18,85
2022-12-19,98
2022-12-20,100
2022-12-21,104
2022-12-22,88
2022-12-23,108
2022-12-24,93
2022-12-25,91
2022-12-26,116
2022-12-27,86
2022-12-28,89
2022-12-29,87
2022-12-30,81
2022-12-31,99
2023-01-01,106
2023-01-02,111
2023-01-03,113
2023-01-04,116
2023-01-05,105
2023-01-06,115
2023-01-07,82
2023-01-08,85
2023-01-09,114
2023-01-10,81
2023-01-11,82
2023-01-12,92
2023-01-13,119
2023-01-14,85
2023-01-15,85
2023-01-16,105
2023-01-17,104
2023-01-18,103
2023-01-19,117
2023-01-20,90
2023-01-21,94
2023-01-22,110
2023-01-23,92
2023-01-24,99
2023-01-25,112
2023-01-26,112
2023-01-27,90
2023-01-28,103
2023-01-29,99
2023-01-30,91
2023-01-31,90
2023-02-01,117
2023-02-02,116
2023-02-03,93
2023-02-04,99
2023-02-05,108
2023-02-06,104
2023-02-07,85
2023-02-08,83
2023-02-09,97
2023-02-10,93
2023-02-11,108
2023-02-12,101
2023-02-13,93
2023-02-14,109
2023-02-15,104
2023-02-16,84
2023-02-17,120
2023-02-18,102
2023-02-19,97
2023-02-20,102
2023-02-21,88
2023-02-22,97
2023-02-23,114
2023-02-24,100
2023-02-25,95
2023-02-26,95
2023-02-27,111
2023-02-28,100
2023-03-01,98
2023-03-02,92
2023-03-03,93
2023-03-04,119
2023-03-05,97
2023-03-06,92
2023-03-07,116
2023-03-08,83
2023-03-09,93
2023-03-10,84
2023-03-11,117
2023-03-12,119
2023-03-13,98
2023-03-14,117
2023-03-15,115
2023-03-16,98
2023-03-17,101
2023-03-18,102
2023-03-19,98
2023-03-20,113
2023-03-21,104
2023-03-22,119
2023-03-23,105
2023-03-24,111
2023-03-25,100
2023-03-26,113
2023-03-27,107
2023-03-28,104
2023-03-29,100
2023-03-30,103
2023-03-31,110
2023-04-01,97
2023-04-02,112
2023-04-03,95
2023-04-04,85
2023-04-05,94
2023-04-06,95
2023-04-07,87
2023-04-08,85
2023-04-09,106
2023-04-10,100
2023-04-11,101
2023-04-12,108
2023-04-13,87
2023-04-14,85
2023-04-15,107
2023-04-16,100
2023-04-17,119
2023-04-18,119
2023-04-19,91
2023-04-20,106
2023-04-21,86
2023-04-22,98
2023-04-23,114
2023-04-24,88
2023-04-25,108
2023-04-26,99
2023-04-27,103
2023-04-28,120
2023-04-29,81
2023-04-30,95
2023-05-01,83
2023-05-02,82
2023-05-03,114
2023-05-04,98
2023-05-05,108
2023-05-06,104
2023-05-07,82
2023-05-08,87
2023-05-09,86
2023-05-10,91
2023-05-11,118
2023-05-12,110
2023-05-13,103
2023-05-14,115
2023-05-15,104
2023-05-16,108
2023-05-17,88
2023-05-18,99
2023-05-19,82
2023-05-20,89
2023-05-21,81
2023-05-22,97
2023-05-23,84
2023-05-24,83
2023-05-25,118
2023-05-26,113
2023-05-27,81
2023-05-28,102
2023-05-29,105
2023-05-30,103
2023-05-31,93
2023-06-01,88
2023-06-02,86
2023-06-03,100
2023-06-04,117
2023-06-05,96
2023-06-06,82
2023-06-07,100
2023-06-08,106
2023-06-09,115
2023-06-10,112
2023-06-11,105
2023-06-12,118
2023-06-13,96
2023-06-14,98
2023-06-15,115
2023-06-16,100
2023-06-17,103
2023-06-18,90
2023-06-19,99
2023-06-20,99
2023-06-21,107
2023-06-22,118
2023-06-23,92
2023-06-24,82
2023-06-25,94
2023-06-26,92
2023-06-27,82
2023-06-28,85
2023-06-29,114
2023-06-30,105
2023-07-01,115
2023-07-02,113
2023-07-03,81
2023-07-04,88
2023-07-05,106
2023-07-06,100
2023-07-07,118
2023-07-08,81
2023-07-09,98
2023-07-10,106
2023-07-11,82
2023-07-12,80
2023-07-13,87
2023-07-14,102
2023-07-15,91
2023-07-16,91
2023-07-17,95
2023-07-18,117
2023-07-19,98
2023-07-20,108
2023-07-21,97
2023-07-22,116
2023-07-23,91
2023-07-24,81
2023-07-25,97
2023-07-26,89
2023-07-27,85
2023-07-28,110
2023-07-29,82
2023-07-30,108
2023-07-31,118
2023-08-01,84
2023-08-02,114
2023-08-03,112
2023-08-04,118
2023-08-05,109
2023-08-06,89
2023-08-07,81
2023-08-08,105
2023-08-09,86
2023-08-10,104
2023-08-11,91
2023-08-12,113
2023-08-13,94
2023-08-14,113
2023-08-15,83
2023-08-16,110
2023-08-17,115
2023-08-18,96
2023-08-19,84
2023-08-20,106
2023-08-21,106
2023-08-22,111
2023-08-23,112
2023-08-24,111
2023-08-25,95
2023-08-26,82
2023-08-27,84
2023-08-28,111
2023-08-29,104
2023-08-30,101
2023-08-31,115
2023-09-01,114
2023-09-02,113
2023-09-03,114
2023-09-04,120
2023-09-05,113
2023-09-06,84
2023-09-07,113
2023-09-08,93
2023-09-09,116
2023-09-10,113
2023-09-11,107
2023-09-12,107
2023-09-13,106
2023-09-14,106
2023-09-15,97
2023-09-16,106
2023-09-17,97
2023-09-18,117
2023-09-19,83
2023-09-20,86
2023-09-21,96
2023-09-22,94
2023-09-23,87
2023-09-24,95
2023-09-25,89
2023-09-26,93
2023-09-27,110
2023-09-28,117
2023-09-29,119
2023-09-30,117
2023-10-01,104
2023-10-02,90
2023-10-03,100
2023-10-04,97
2023-10-05,95
2023-10-06,93
2023-10-07,86
2023-10-08,113
2023-10-09,91
2023-10-10,113
2023-10-11,119
2023-10-12,116
2023-10-13,108
2023-10-14,119
2023-10-15,106
2023-10-16,119
2023-10-17,109
2023-10-18,108
2023-10-19,83
2023-10-20,83
2023-10-21,95
2023-10-22,90
2023-10-23,99
2023-10-24,116
2023-10-25,95
2023-10-26,101
2023-10-27,82
2023-10-28,86
2023-10-29,108
2023-10-30,92
2023-10-31,107
2023-11-01,91
2023-11-02,87
2023-11-03,91
2023-11-04,101
2023-11-05,90
2023-11-06,114
2023-11-07,107
2023-11-08,112
2023-11-09,120
2023-11-10,99
2023-11-11,94
2023-11-12,82
2023-11-13,95
2023-11-14,80
2023-11-15,91
2023-11-16,108
2023-11-17,81
2023-11-18,87
2023-11-19,110
2023-11-20,95
2023-11-21,114
2023-11-22,108
2023-11-23,95
2023-11-24,111
2023-11-25,114
2023-11-26,101
2023-11-27,92
2023-11-28,107
2023-11-29,104
2023-11-30,104
2023-12-01,106
2023-12-02,104
2023-12-03,81
2023-12-04,81
2023-12-05,119
2023-12-06,101
2023-12-07,117
2023-12-08,87
2023-12-09,106
2023-12-10,117
2023-12-11,102
2023-12-12,108
2023-12-13,110
2023-12-14,119
2023-12-15,117
2023-12-16,101
2023-12-17,106
2023-12-18,96
2023-12-19,107
2023-12-20,98
2023-12-21,109
2023-12-22,109
2023-12-23,98
2023-12-24,99
2023-12-25,90
2023-12-26,106
2023-12-27,84
2023-12-28,96
2023-12-29,93
2023-12-30,107
2023-12-31,108
2024-01-01,113
2024-01-02,85
2024-01-03,118
2024-01-04,93
2024-01-05,84
2024-01-06,88
2024-01-07,94
2024-01-08,116
2024-01-09,87
2024-01-10,95
2024-01-11,94
2024-01-12,112
2024-01-13,95
2024-01-14,107
2024-01-15,97
2024-01-16,108
2024-01-17,102
2024-01-18,110
2024-01-19,100
2024-01-20,96
2024-01-21,105
2024-01-22,115
2024-01-23,116
2024-01-24,112
2024-01-25,103
2024-01-26,116
2024-01-27,113
2024-01-28,81
2024-01-29,101
2024-01-30,84
2024-01-31,84
2024-02-01,85
2024-02-02,104
2024-02-03,82
2024-02-04,115
2024-02-05,97
2024-02-06,113
2024-02-07,103
2024-02-08,112
2024-02-09,94
2024-02-10,105
2024-02-11,92
2024-02-12,88
2024-02-13,100
2024-02-14,82
2024-02-15,111
2024-02-16,100
2024-02-17,101
2024-02-18,91
2024-02-19,110
2024-02-20,86
2024-02-21,110
2024-02-22,102
2024-02-23,109
2024-02-24,83
2024-02-25,101
2024-02-26,108
2024-02-27,119
2024-02-28,88
2024-02-29,94
2024-03-01,100
2024-03-02,82
2024-03-03,120
2024-03-04,92
2024-03-05,90
2024-03-06,82
2024-03-07,106
2024-03-08,88
2024-03-09,87
2024-03-10,118
2024-03-11,111
2024-03-12,96
2024-03-13,95
2024-03-14,113
2024-03-15,94
2024-03-16,101
2024-03-17,106
2024-03-18,90
2024-03-19,106
2024-03-20,104
2024-03-21,97
2024-03-22,82
2024-03-23,107
2024-03-24,95
2024-03-25,93
2024-03-26,103
2024-03-27,81
2024-03-28,100
2024-03-29,89
2024-03-30,113
2024-03-31,86
2024-04-01,87
2024-04-02,89
2024-04-03,82
2024-04-04,110
2024-04-05,97
2024-04-06,87
2024-04-07,104
2024-04-08,88
2024-04-09,115
2024-04-10,115
2024-04-11,99
2024-04-12,114
2024-04-13,91
2024-04-14,87
2024-04-15,116
2024-04-16,99
2024-04-17,97
2024-04-18,101
2024-04-19,90
2024-04-20,95
2024-04-21,100
2024-04-22,110
2024-04-23,90
2024-04-24,108
2024-04-25,81
2024-04-26,95
2024-04-27,103
2024-04-28,83
2024-04-29,87
2024-04-30,102
2024-05-01,107
2024-05-02,99
2024-05-03,99
2024-05-04,120
2024-05-05,105
2024-05-06,84
2024-05-07,87
2024-05-08,96
2024-05-09,90
2024-05-10,97
2024-05-11,87
2024-05-12,101
2024-05-13,116
2024-05-14,93
2024-05-15,94
2024-05-16,88
2024-05-17,107
2024-05-18,115
2024-05-19,96
2024-05-20,108
2024-05-21,110
2024-05-22,118
2024-05-23,87
2024-05-24,85
2024-05-25,117
2024-05-26,90
2024-05-27,98
2024-05-28,93
2024-05-29,90
2024-05-30,86
2024-05-31,96
2024-06-01,94
2024-06-02,111
2024-06-03,86
2024-06-04,87
2024-06-05,84
2024-06-06,111
2024-06-07,120
2024-06-08,115
2024-06-09,92
2024-06-10,100
2024-06-11,103
2024-06-12,112
2024-06-13,83
2024-06-14,101
2024-06-15,116
2024-06-16,89
2024-06-17,88
2024-06-18,85
2024-06-19,107
2024-06-20,114
2024-06-21,81
2024-06-22,116
2024-06-23,101
2024-06-24,118
2024-06-25,98
2024-06-26,113
2024-06-27,91
2024-06-28,95
2024-06-29,92
2024-06-30,85
2024-07-01,113
2024-07-02,100
2024-07-03,96
2024-07-04,88
2024-07-05,82
2024-07-06,105
2024-07-07,81
2024-07-08,94
2024-07-09,94
2024-07-10,90
2024-07-11,87
2024-07-12,93
2024-07-13,99
2024-07-14,98
2024-07-15,113
2024-07-16,87
2024-07-17,85
2024-07-18,88
2024-07-19,101
2024-07-20,113
2024-07-21,105
2024-07-22,86
2024-07-23,116
2024-07-24,88
2024-07-25,113
2024-07-26,118
2024-07-27,92
2024-07-28,115
2024-07-29,109
2024-07-30,82
2024-07-31,99
2024-08-01,100
2024-08-02,113
2024-08-03,106
2024-08-04,104
2024-08-05,120
2024-08-06,116
2024-08-07,106
2024-08-08,120
2024-08-09,112
2024-08-10,114
2024-08-11,91
2024-08-12,106
2024-08-13,82
2024-08-14,109
2024-08-15,82
2024-08-16,118
2024-08-17,82
2024-08-18,113
2024-08-19,118
2024-08-20,111
2024-08-21,100
2024-08-22,87
2024-08-23,112
2024-08-24,105
2024-08-25,101
2024-08-26,88
2024-08-27,115
2024-08-28,109
2024-08-29,92
2024-08-30,85
2024-08-31,104
2024-09-01,104
2024-09-02,113
2024-09-03,116
2024-09-04,96
2024-09-05,119
2024-09-06,82
2024-09-07,86
2024-09-08,82
2024-09-09,115
2024-09-10,110
2024-09-11,106
2024-09-12,98
2024-09-13,90
2024-09-14,101
2024-09-15,117
2024-09-16,99
2024-09-17,82
2024-09-18,90
2024-09-19,89
2024-09-20,94
2024-09-21,112
2024-09-22,97
2024-09-23,102
2024-09-24,100
2024-09-25,115
2024-09-26,120
2024-09-27,92
2024-09-28,91
2024-09-29,108
2024-09-30,81
2024-10-01,89
2024-10-02,110
2024-10-03,96
2024-10-04,103
2024-10-05,102
2024-10-06,111
2024-10-07,86
2024-10-08,116
2024-10-09,116
2024-10-10,117
2024-10-11,91
2024-10-12,94
2024-10-13,111
2024-10-14,102
2024-10-15,115
2024-10-16,97
2024-10-17,84
2024-10-18,94
2024-10-19,85
2024-10-20,105
2024-10-21,84
2024-10-22,92
2024-10-23,117
2024-10-24,105
2024-10-25,98
2024-10-26,106
2024-10-27,119
2024-10-28,94
2024-10-29,90
2024-10-30,119
2024-10-31,106
2024-11-01,108
2024-11-02,102
2024-11-03,99
2024-11-04,94
2024-11-05,108
2024-11-06,115
2024-11-07,108
2024-11-08,97
2024-11-09,102
2024-11-10,102
2024-11-11,119
2024-11-12,115
2024-11-13,107
2024-11-14,83
2024-11-15,96
2024-11-16,85
2024-11-17,102
2024-11-18,100
2024-11-19,106
2024-11-20,100
2024-11-21,106
2024-11-22,102
2024-11-23,96
2024-11-24,99
2024-11-25,96
2024-11-26,108
2024-11-27,99
2024-11-28,115
2024-11-29,112
2024-11-30,108
2024-12-01,87
2024-12-02,109
2024-12-03,81
2024-12-04,98
2024-12-05,111
2024-12-06,90
2024-12-07,82
2024-12-08,98
2024-12-09,106
2024-12-10,98
2024-12-11,94
2024-12-12,95
2024-12-13,88
2024-12-14,84
2024-12-15,98
2024-12-16,91
2024-12-17,97
2024-12-18,95
2024-12-19,98
2024-12-20,100
2024-12-21,82
2024-12-22,101
2024-12-23,100
2024-12-24,110
2024-12-25,105
2024-12-26,98
2024-12-27,116
2024-12-28,100
2024-12-29,89
2024-12-30,102
2024-12-31,99
2025-01-01,113
2025-01-02,105
2025-01-03,88
2025-01-04,105
2025-01-05,118
2025-01-06,93
2025-01-07,87
2025-01-08,87
2025-01-09,80
2025-01-10,106
2025-01-11,87
2025-01-12,95
2025-01-13,108
2025-01-14,99
2025-01-15,103
2025-01-16,100
2025-01-17,81
2025-01-18,115
2025-01-19,83
2025-01-20,85
2025-01-21,102
2025-01-22,119
2025-01-23,110
2025-01-24,117
2025-01-25,90
2025-01-26,116
2025-01-27,107
2025-01-28,111
2025-01-29,86
2025-01-30,100
2025-01-31,81
2025-02-01,98
2025-02-02,83
2025-02-03,95
2025-02-04,102
2025-02-05,85
2025-02-06,117
2025-02-07,113
2025-02-08,84
2025-02-09,87
2025-02-10,82
2025-02-11,102
2025-02-12,115
2025-02-13,82
2025-02-14,100
2025-02-15,115
2025-02-16,93
2025-02-17,114
2025-02-18,117
2025-02-19,89
2025-02-20,107
2025-02-21,118
2025-02-22,94
2025-02-23,91
2025-02-24,81
2025-02-25,86
2025-02-26,94
2025-02-27,97
2025-02-28,115
2025-03-01,117
2025-03-02,108
2025-03-03,98
2025-03-04,86
2025-03-05,85
2025-03-06,107
2025-03-07,113
2025-03-08,98
2025-03-09,112
2025-03-10,87
2025-03-11,92
2025-03-12,117
2025-03-13,114
2025-03-14,103
2025-03-15,109
2025-03-16,93
2025-03-17,95
2025-03-18,110
2025-03-19,89
2025-03-20,119
2025-03-21,109
2025-03-22,115
2025-03-23,88
2025-03-24,99
2025-03-25,111
2025-03-26,110
2025-03-27,84
2025-03-28,118
2025-03-29,118
2025-03-30,94
2025-03-31,96
2025-04-01,113
2025-04-02,109
2025-04-03,113
2025-04-04,91
2025-04-05,116
2025-04-06,89
2025-04-07,111
2025-04-08,91
2025-04-09,104
2025-04-10,94
2025-04-11,94
2025-04-12,99
2025-04-13,100
2025-04-14,102
2025-04-15,89
2025-04-16,86
2025-04-17,99
2025-04-18,88
2025-04-19,105
2025-04-20,110
2025-04-21,88
2025-04-22,111
2025-04-23,114
2025-04-24,82
2025-04-25,111
2025-04-26,89
2025-04-27,98
2025-04-28,97
2025-04-29,86
2025-04-30,102
2025-05-01,104
2025-05-02,99
2025-05-03,88
2025-05-04,106
2025-05-05,86
2025-05-06,97
2025-05-07,81
2025-05-08,115
2025-05-09,90
2025-05-10,114
2025-05-11,110
2025-05-12,103
2025-05-13,119
2025-05-14,83
2025-05-15,97
2025-05-16,100
2025-05-17,112
2025-05-18,110
2025-05-19,108
2025-05-20,82
2025-05-21,96
2025-05-22,84
2025-05-23,120
2025-05-24,100
2025-05-25,99
2025-05-26,116
2025-05-27,95
2025-05-28,117
2025-05-29,95
2025-05-30,107
2025-05-31,93
2025-06-01,118
2025-06-02,92
2025-06-03,118
2025-06-04,103
2025-06-05,84
2025-06-06,83
2025-06-07,92
2025-06-08,98
2025-06-09,94
2025-06-10,112
2025-06-11,89
2025-06-12,91
2025-06-13,102
2025-06-14,116
2025-06-15,86
2025-06-16,98
2025-06-17,81
2025-06-18,89
2025-06-19,80
2025-06-20,84
2025-06-21,120
2025-06-22,109
2025-06-23,113
2025-06-24,89
2025-06-25,115
2025-06-26,93
2025-06-27,94
2025-06-28,111
2025-06-29,97
2025-06-30,111
2025-07-01,97
2025-07-02,100
2025-07-03,119
2025-07-04,117
2025-07-05,103
2025-07-06,86
2025-07-07,110
2025-07-08,113
2025-07-09,108
2025-07-10,86
2025-07-11,83
2025-07-12,118
2025-07-13,119
2025-07-14,113
2025-07-15,99
2025-07-16,113
2025-07-17,94
2025-07-18,110
2025-07-19,119
2025-07-20,83
2025-07-21,91
2025-07-22,101
2025-07-23,101
2025-07-24,109
2025-07-25,109
2025-07-26,103
2025-07-27,106
2025-07-28,115
2025-07-29,110
2025-07-30,112
2025-07-31,105
2025-08-01,106
2025-08-02,86
2025-08-03,80
2025-08-04,102
2025-08-05,87
2025-08-06,89
2025-08-07,92
2025-08-08,86
2025-08-09,83
2025-08-10,117
2025-08-11,88
2025-08-12,86
2025-08-13,104
2025-08-14,93
2025-08-15,110
2025-08-16,96
2025-08-17,81
2025-08-18,107
2025-08-19,106
2025-08-20,102
2025-08-21,115
2025-08-22,86
2025-08-23,115
2025-08-24,102
2025-08-25,97
2025-08-26,83
2025-08-27,114
2025-08-28,93
2025-08-29,98
2025-08-30,97
2025-08-31,84
2025-09-01,101
2025-09-02,95
2025-09-03,103
2025-09-04,108
2025-09-05,93
2025-09-06,113
2025-09-07,114
2025-09-08,110
2025-09-09,113
2025-09-10,81
2025-09-11,88
2025-09-12,110
2025-09-13,110
2025-09-14,116
2025-09-15,102
2025-09-16,84
2025-09-17,112
2025-09-18,111
2025-09-19,82
2025-09-20,85
2025-09-21,101
2025-09-22,102
2025-09-23,92
2025-09-24,84
2025-09-25,104
2025-09-26,82
2025-09-27,116
2025-09-28,99
2025-09-29,85
2025-09-30,116
2025-10-01,86
2025-10-02,89
2025-10-03,83
2025-10-04,92
2025-10-05,99
2025-10-06,82
2025-10-07,118
2025-10-08,82
2025-10-09,106
2025-10-10,80
2025-10-11,92
2025-10-12,115
2025-10-13,82
2025-10-14,118
2025-10-15,117
2025-10-16,81
